"ID","Timestamp","im_Reachability"
4883,1519308600,100.0
4883,1519308900,100.0
4883,1519309200,100.0
4883,1519309500,100.0
4883,1519309800,100.0
4883,1519310100,100.0
4883,1519310400,100.0
4883,1519310700,100.0
4883,1519311000,100.0
4883,1519311300,100.0
4883,1519311600,100.0
4883,1519311900,100.0
4883,1519312200,100.0
4883,1519312500,100.0
4883,1519312800,100.0
4883,1519313100,100.0
4883,1519313400,100.0
4883,1519313700,100.0
4883,1519314000,100.0
4883,1519314300,100.0
4883,1519314600,100.0
4883,1519314900,100.0
4883,1519315200,100.0
4883,1519315500,100.0
4883,1519315800,100.0
4883,1519316100,100.0
4883,1519316400,100.0
4883,1519316700,100.0
4883,1519317000,100.0
4883,1519317300,100.0
4883,1519317600,100.0
4883,1519317900,100.0
4883,1519318200,100.0
4883,1519318500,100.0
4883,1519318800,100.0
4883,1519319100,100.0
4883,1519319400,100.0
4883,1519319700,100.0
4883,1519320000,100.0
4883,1519320300,100.0
4883,1519320600,100.0
4883,1519320900,100.0
4883,1519321200,100.0
4883,1519321500,100.0
4883,1519321800,100.0
4883,1519322100,100.0
4883,1519322400,100.0
4883,1519322700,100.0
4883,1519323000,100.0
4883,1519323300,100.0
4883,1519323600,100.0
4883,1519323900,100.0
4883,1519324200,100.0
4883,1519324500,100.0
4883,1519324800,100.0
4883,1519325100,100.0
4883,1519325400,100.0
4883,1519325700,100.0
4883,1519326000,100.0
4883,1519326300,100.0
4883,1519326600,100.0
4883,1519326900,100.0
4883,1519327200,100.0
4883,1519327500,100.0
4883,1519327800,100.0
4883,1519328100,100.0
4883,1519328400,100.0
4883,1519328700,100.0
4883,1519329000,100.0
4883,1519329300,100.0
4883,1519329600,100.0
4883,1519329900,100.0
4883,1519330200,100.0
4883,1519330500,100.0
4883,1519330800,100.0
4883,1519331100,100.0
4883,1519331400,100.0
4883,1519331700,0.0
4883,1519332000,0.0
4883,1519332300,0.0
4883,1519332600,0.0
4883,1519332900,0.0
4883,1519333200,0
4883,1519333500,0
4883,1519333800,100.0
4883,1519334100,100.0
4883,1519334400,100.0
4883,1519334700,100.0
4883,1519335000,100.0
4883,1519335300,100.0
4883,1519335600,100.0
4883,1519335900,100.0
4883,1519336200,100.0
4883,1519336500,100.0
4883,1519336800,100.0
4883,1519337100,100.0
4883,1519337400,100.0
4883,1519337700,100.0
4883,1519338000,100.0
4883,1519338300,100.0
4883,1519338600,100.0
4883,1519338900,100.0
4883,1519339200,100.0
4883,1519339500,100.0
4883,1519339800,100.0
4883,1519340100,100.0
4883,1519340400,100.0
4883,1519340700,100.0
4883,1519341000,100.0
4883,1519341300,100.0
4883,1519341600,100.0
4883,1519341900,100.0
4883,1519342200,100.0
4883,1519342500,100.0
4883,1519342800,100.0
4883,1519343100,100.0
4883,1519343400,100.0
4883,1519343700,100.0
4883,1519344000,100.0
4883,1519344300,100.0
4883,1519344600,100.0
4883,1519344900,100.0
4883,1519345200,100.0
4883,1519345500,0
4883,1519345800,0
4883,1519346100,100.0
4883,1519346400,100.0
4883,1519346700,100.0
4883,1519347000,100.0
4883,1519347300,100.0
4883,1519347600,100.0
4883,1519347900,100.0
4883,1519348200,100.0
4883,1519348500,100.0
4883,1519348800,100.0
4883,1519349100,100.0
4883,1519349400,100.0
4883,1519349700,100.0
4883,1519350000,100.0
4883,1519350300,100.0
4883,1519350600,100.0
4883,1519350900,100.0
4883,1519351200,100.0
4883,1519351500,100.0
4883,1519351800,100.0
4883,1519352100,100.0
4883,1519352400,100.0
4883,1519352700,100.0
4883,1519353000,100.0
4883,1519353300,100.0
4883,1519353600,100.0
4883,1519353900,100.0
4883,1519354200,100.0
4883,1519354500,100.0
4883,1519354800,100.0
4883,1519355100,100.0
4883,1519355400,100.0
4883,1519355700,100.0
4883,1519356000,100.0
4883,1519356300,100.0
4883,1519356600,100.0
4883,1519356900,100.0
4883,1519357200,100.0
4883,1519357500,100.0
4883,1519357800,100.0
4883,1519358100,100.0
4883,1519358400,100.0
4883,1519358700,100.0
4883,1519359000,100.0
4883,1519359300,100.0
4883,1519359600,100.0
4883,1519359900,100.0
4883,1519360200,100.0
4883,1519360500,100.0
4883,1519360800,100.0
4883,1519361100,100.0
4883,1519361400,100.0
4883,1519361700,100.0
4883,1519362000,100.0
4883,1519362300,100.0
4883,1519362600,100.0
4883,1519362900,100.0
4883,1519363200,100.0
4883,1519363500,100.0
4883,1519363800,100.0
4883,1519364100,100.0
4883,1519364400,100.0
4883,1519364700,100.0
4883,1519365000,100.0
4883,1519365300,100.0
4883,1519365600,100.0
4883,1519365900,100.0
4883,1519366200,100.0
4883,1519366500,100.0
4883,1519366800,100.0
4883,1519367100,100.0
4883,1519367400,100.0
4883,1519367700,100.0
4883,1519368000,100.0
4883,1519368300,100.0
4883,1519368600,100.0
4883,1519368900,100.0
4883,1519369200,100.0
4883,1519369500,100.0
4883,1519369800,100.0
4883,1519370100,100.0
4883,1519370400,100.0
4883,1519370700,100.0
4883,1519371000,100.0
4883,1519371300,100.0
4883,1519371600,100.0
4883,1519371900,100.0
4883,1519372200,0
4883,1519372500,0
4883,1519372800,0
4883,1519373100,0
4883,1519373400,0
4883,1519373700,100.0
4883,1519374000,100.0
4883,1519374300,100.0
4883,1519374600,100.0
4883,1519374900,100.0
4883,1519375200,100.0
4883,1519375500,100.0
4883,1519375800,100.0
4883,1519376100,100.0
4883,1519376400,100.0
4883,1519376700,100.0
4883,1519377000,100.0
4883,1519377300,100.0
4883,1519377600,100.0
4883,1519377900,100.0
4883,1519378200,100.0
4883,1519378500,100.0
4883,1519378800,100.0
4883,1519379100,100.0
4883,1519379400,100.0
4883,1519379700,100.0
4883,1519380000,100.0
4883,1519380300,100.0
4883,1519380600,100.0
4883,1519380900,100.0
4883,1519381200,100.0
4883,1519381500,100.0
4883,1519381800,100.0
4883,1519382100,100.0
4883,1519382400,100.0
4883,1519382700,100.0
4883,1519383000,100.0
4883,1519383300,100.0
4883,1519383600,100.0
4883,1519383900,100.0
4883,1519384200,100.0
4883,1519384500,100.0
4883,1519384800,100.0
4883,1519385100,100.0
4883,1519385400,100.0
4883,1519385700,100.0
4883,1519386000,100.0
4883,1519386300,100.0
4883,1519386600,100.0
4883,1519386900,100.0
4883,1519387200,100.0
4883,1519387500,100.0
4883,1519387800,100.0
4883,1519388100,100.0
4883,1519388400,100.0
4883,1519388700,100.0
4883,1519389000,100.0
4883,1519389300,100.0
4883,1519389600,100.0
4883,1519389900,100.0
4883,1519390200,100.0
4883,1519390500,100.0
4883,1519390800,100.0
4883,1519391100,100.0
4883,1519391400,100.0
4883,1519391700,100.0
4883,1519392000,100.0
4883,1519392300,100.0
4883,1519392600,100.0
4883,1519392900,100.0
4883,1519393200,100.0
4883,1519393500,100.0
4883,1519393800,100.0
4883,1519394100,100.0
4883,1519394400,100.0
4883,1519394700,100.0
